"LAName","Region","AB","C1","C2","DE","ConVote","LabVote","LDVote","UKIPVote","GreenVote","Leave"
"Watford","East",0.270589834194074,0.330014949714596,0.199170970372384,0.200224245718945,0.434558050900283,0.260129298829899,0.180804644784413,0.0976152736469038,0.0237225952376712,0.5027
"Waveney","East",0.147352357698764,0.272058599114909,0.274317106668701,0.306271936517626,0.435142480409751,0.35327436043094,0.0282326087460729,0.146498534418656,0.0368520159945801,0.629
"Waverley","South East",0.406783150958936,0.29841746087775,0.170020002353218,0.124779385810095,0.594851003742287,0.09841522700918,0.075449275625821,0.0973661621018341,0.0533990228665482,0.4161
"Wealden","South East",0.277166977520369,0.324555806419947,0.233262982232257,0.165014233827427,0.527636359238558,0.11090541901299,0.145785988120967,0.159194876710765,0.0562129987775679,0.545
"Wellingborough","East Midlands",0.173914863337659,0.289606964965887,0.235067598677326,0.301410573019129,0.527469256439565,0.193531544838192,0.0444580407031504,0.191559154106248,0.0429820039128445,0.6242
"West Berkshire","South East",0.334397819931447,0.306934065700113,0.198399012156437,0.160269102212003,0.582363856113728,0.13765975300216,0.129890529375288,0.105610962922099,0.0381105695250229,0.4822
"West Devon","South West",0.242900302114804,0.277207116482041,0.262101376300772,0.217791205102383,0.513917008450918,0.114939687252901,0.12822298583518,0.163019906559692,0.0773965881428954,0.532
"West Dorset","South West",0.247567488477577,0.294461921135416,0.249396444509474,0.208574145877533,0.501308550078192,0.104861989273568,0.210478369360261,0.125866482663163,0.0570437009044092,0.5103
"West Lancashire","North West",0.213141927816351,0.303778069681616,0.216081816475887,0.266998186026146,0.344661334210535,0.472093783562867,0.0287416645296425,0.12469231014067,NA,0.5531
"West Lindsey","East Midlands",0.211586520257478,0.291631957591821,0.256948125709958,0.239833396440742,0.526765595501512,0.213150362355616,0.066787113538093,0.156858366659223,0.0261870445179757,0.6182
"West Oxfordshire","South East",0.30222953570161,0.308037298744878,0.222921304810764,0.166811860742748,0.601911699326289,0.171779350911392,0.0675934475565131,0.0915153380527342,0.0507848568790397,0.4634
"West Somerset","South West",0.176541850220264,0.274339207048458,0.281938325991189,0.267180616740088,0.459529450658438,0.176116223116058,0.124249269932228,0.191691002259078,0.0484140540341984,0.6059
"Westminster","London",0.41619402643736,0.324909664730366,0.072645565567397,0.186250743264877,0.474683114689307,0.378650607544766,0.0519706907344914,0.0444311147709165,0.0429009168896241,0.3103
"Weymouth & Portland","South West",0.176425584004896,0.301591349586861,0.255278996225645,0.266704070182597,0.488836759470749,0.242031401115295,0.059695042903883,0.150297343457415,0.0468135893162129,0.6104
"Wigan","North West",0.157156753888632,0.283057059476668,0.24400860756011,0.315777579074589,0.220240063761842,0.518917719187616,0.0304531750935683,0.202614329514655,NA,0.639
"Wiltshire","South West",0.270340923821458,0.312131818116349,0.216494548387561,0.201032709674632,0.540100343156496,0.118802877384704,0.150417578317795,0.133776625718472,0.0516094933486711,0.5249
"Winchester","South East",0.405224990138666,0.303911156962102,0.155809084564736,0.135054768334496,0.571459633593218,0.0925855351643533,0.191931883464824,0.100599771656041,0.0434231761215645,0.4107
"Windsor & Maidenhead","South East",0.391646362687087,0.321963104768535,0.154495881192714,0.131894651351665,0.647184011501724,0.125621800317856,0.0932114761770148,0.0912295209634952,0.0360164131234468,0.461
"Wirral","North West",0.191125593370344,0.308693378389251,0.1973811247888,0.302799903451605,0.29897415841882,0.551770404019133,0.0319725640022863,0.0927168256069312,NA,0.483
"Woking","South East",0.371454344993485,0.306371320704287,0.163208713374094,0.158965620928135,0.56190824416904,0.161438688322685,0.116369024709414,0.113020552690324,0.0405857901624201,0.4385
"Wokingham","South East",0.430279499680131,0.314045575875229,0.148331164104035,0.107343760340606,0.573746112500703,0.166979148893619,0.114422943081891,0.0995394715973738,0.040862516881646,0.4331
"Wolverhampton","West Midlands",0.135851161308314,0.264850005975858,0.234705124629829,0.364593708085999,0.320905007776928,0.470607206947115,0.0236885022511466,0.162441248659164,0.0218879449096155,0.6257
"Worcester","West Midlands",0.234163457955533,0.306421562538815,0.205347161843249,0.254067817662402,0.453190676346962,0.339641614544577,0.0337268467308891,0.128270619230537,0.0407055085171852,0.5368
"Worthing","South East",0.220757525134405,0.353855966953194,0.209640676730553,0.215745831181849,0.508179198409413,0.169161298227926,0.0814357280729176,0.177112281808852,0.0560393977223791,0.5299
"Wrexham","Wales",0.164552721007036,0.268175944096109,0.238668453549036,0.32860288134782,0.310141300926167,0.372249076222924,0.0458944540230408,0.155638705642418,0.0232148904533662,0.5904
"Wychavon","West Midlands",0.261909758656873,0.298126217958327,0.228601409084095,0.211362614300705,0.564402518519561,0.149735868089742,0.0740411532309234,0.170930607781582,0.0407326527480571,0.5786
"Wycombe","South East",0.326814979019872,0.316958277254374,0.188187791940464,0.16803895178529,0.546071933541965,NA,NA,0.126767831065055,0.0588440727282605,0.4803
"Wyre","North West",0.197677910119107,0.324925766523204,0.232809528575718,0.24458679478197,0.472149065888573,0.323151337706097,0.0420545369327654,0.124318017909884,0.0367696406607475,0.6377
"Wyre Forest","West Midlands",0.18584908851084,0.283390266175128,0.249095275137823,0.28166537017621,0.452953074433657,0.192617313915858,0.0248381877022654,0.161144822006472,0.0225930420711974,0.6315
"York","Yorkshire and The Humber",0.271720335388731,0.325356432090307,0.185181560144857,0.217741672376105,0.393333333333333,0.330477597242738,0.0991925160019695,0.0989266371245692,0.0723682914820286,0.4196
